"rule_statuses","rej-to-approval","Notification for approval of resubmitted/corrected invoices",,
"rule_statuses","sup-sendto-customer","Notification for invoices received from supplier portal",,
"search_fields","company_code","Company Code",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=1"
"search_fields","document_type","Document Type",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?document_type=invoice"
"search_fields","due_date","Due Date","date",
"search_fields","gl_account","G/L Account",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=2"
"search_fields","invoice_date","Invoice Date","date",
"search_fields","invoice_no","Invoice Number",,
"search_fields","jurisdiction_code","Jurisdiction Code",,
"search_fields","posting_date","Posting Date","date",
"search_fields","ref_po_num","Reference PO",,
"search_fields","supplier_name","Supplier Name",,
"search_fileds","amount","Amount",,
"supplier-enquiry","enquirieno","Enquiry Number",,
"supplier-enquiry","entrydate","Received date","date",
"supplier-enquiry","en_status","Status",,
"supplier-enquiry","supplier_no","Supplier",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/vendor"
"supplier_type","domestic","Domestic",,
"supplier_type","export","Export",,
"tax_code","TAXAR","TAXAR",,
"tax_code","TAXB","TAXB",,
"tax_code","TAXBG","TAXBG",,
"tax_code","TAXBRC","TAXBRC",,
"tax_code","TAXBRJ","TAXBRJ",,
"total_amount","1","More than Rs 1\,00\,000",,
"total_amount","2","Between Rs 5\,00\,000 & Rs 7\,50\,000",,
"total_amount","3","More than Rs 7\,00\,000",,
"track_invoice","company_code","Company Code",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=1"
"track_invoice","document_type","Document Type",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?document_type=invoice"
"track_invoice","gl_account","G/L Account",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=2"
"track_invoice","invoice_date","Invoice Date","date",
"track_invoice","invoice_no","Invoice Number",,
"track_invoice","in_status","Document Status",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?in_status=new"
"track_invoice","jurisdiction_code","Jurisdiction Code",,
"track_invoice","payment_status","Payment Status",,"https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help/report?col_name=payment_status"
"track_invoice","posting_date","Posting Date","date",
"track_invoice","ref_po_num","Reference PO",,
"track_invoice","supplier_name","Supplier Name",,
"user_erp","sap","SAP",,
"user_erp","zoho","ZOHO",,
"user_type","admin","Administrator",,
"user_type","app","Validator",,
"user_type","cfo","Approver",,
"user_type","NULL","No Role",,
"user_type","ssu","Shared Service User",,
"user_type","sup","Supplier",,
"user_type","superadmin","Super Admin",,
"vendor_gst","gst","GST",,
"vendor_gst","igst","IGST",,
"vendor_gst_treatment","overseas","Overseas (persons with whom you do import or expor",,
"vendor_gst_treatment","registered_business","Regular (Business that is registered under GST)",,"mandatory"
"vendor_gst_treatment","Special-Economic-Zone","Special Economic Zone - SEZ (Business Unit that is",,"mandatory"
"vendor_gst_treatment","unregistered_business","Unregistered Business (Business that has not been",,
"vendor_payment_terms","0","On the day invoice raised",,
"vendor_payment_terms","15","15 days",,
"vendor_payment_terms","30","30 days",,
"vendor_payment_terms","45","45 days",,
"vendor_payment_terms","60","60 days",,
"vendor_payment_terms","On the month end","On the month end",,
"vendor_tds","0tds","TDS -  0%","0",
"vendor_tds","10div","Dividend - 10%","10",
"vendor_tds","10pf","Professional fees - 10%","10",
"vendor_tds","10rlf","Rent on land or furniture - 10%","10",
"vendor_tds","2tre","TDS on rent equipment - 2%","2",
"vendor_tds","3.75cb-re","Commission or Brokerage(reduced) - 3.75%","3.75",
"vendor_tds","5cb","Commission or Brokerage - 5%","5",
"vendor_tds","6%WHT","WHT 6%","6",
"vendor_tds","7.5div-re","Dividend (reduced) - 7.5%","7.5",
"vendor_tds","7.5pf-re","Professional fees (reduced) - 7.5%","7.5",
"vendor_tds","7.5rlf-re","Rent on land or furniture (reduced) - 7.5%","7.5",
"group","21","test1",,
"group","22","test2",,
"group","21","temp",,
"group","22","temp1",,
"group","21","temp1",,
"my-company-details","gstin","29AAHCP5201G1ZJ",,
"rule-decider-fields","gl_account","G/L Account","string","https://7firau5x7b.execute-api.eu-central-1.amazonaws.com/einvoice-v1/search-help?master_id=2"
